target_id	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0310062	9.69553	0	0	12.6633	0	0
FBtr0070458	151.755	79.3019	67.0363	74.0008	0	16.6053
FBtr0070457	1006.4	398.01	454.957	2439.89	1048.79	976.461
FBtr0334883	99.0703	131.688	76.007	9.84187	34.8793	23.9337
FBtr0303887	66.9936	0	0	32.9028	22.441	0
FBtr0303886	54.7775	0	0	119.362	43.8934	0
FBtr0086775	1085	570	541	1079	505	548
FBtr0335157	509.748	216.645	71.4143	378.483	120.769	214.712
FBtr0335155	131.86	354.707	362.115	20.6026	163.341	401.442
FBtr0074795	2854.58	1383.55	1594.54	2954.41	1388.89	1150.98
FBtr0335156	56.8151	31.9881	25.6671	42.5038	0	34.0488
FBtr0080843	554	308.68	271.302	596	275.191	312.146
FBtr0304692	10107.7	4305.98	3975.95	11812	4141	3773
FBtr0084813	117.331	0.016712	0.0534058	4.60834e-5	5.79916e-6	1.27809e-5
FBtr0321258	0	0	0	0.190279	0	0
FBtr0089524	0	0	0	0.809721	0	0
FBtr0331651	0	0	0	0	0	0
FBtr0078006	0	0	0	0	0	0
FBtr0086929	1	0	0	0	0	0
FBtr0075065	118	3.08399	3.25543	33	0	0
FBtr0300438	1	0.5	0	1.5	0	1
FBtr0308809	10.0803	0	0	9.98872	0	0
FBtr0110805	5.02483	13.2447	9.90912	14.9963	8.70602	6.63843
FBtr0308808	7.75142	0	0	0	0	0
FBtr0308807	75.1879	12.8119	11.6323	17.0614	12.294	14.3616
FBtr0306255	870.476	384.222	293.685	1931.75	876.518	802.147
FBtr0100422	1.93789	0	1.40571	0.628319	0	0
FBtr0076189	38.2899	0	35.4935	5.02401	0	0
FBtr0076190	58.802	0	0	58.4584	12.2147	12.2416
FBtr0306254	1915.49	917.778	1013.42	1196.14	374.268	453.611
FBtr0300500	188.15	73.9459	140.727	406.009	160.764	174.191
FBtr0332081	78.6913	0	3.06687e-7	237.473	0	31.6188
FBtr0300499	256.214	18.6188	50.5354	589.598	69.2549	43.6356
FBtr0346536	46.9812	6.0821	2.77365	142.21	0.896519	11.2983
FBtr0076777	0	0	0	73.9089	18.4304	23.649
FBtr0332083	1.22105e-6	0.0226698	1.0979e-6	161.561	0	4.35907e-4
FBtr0076776	724.242	143.896	104.017	334.938	114.18	113.475
FBtr0076782	256.849	98.8975	53.3434	497.997	186.659	88.1234
FBtr0076775	124.88	112.454	59.164	148.123	121.31	104.902
FBtr0076780	0.329577	3.76262	3.35116e-5	57.7549	0	31.022
FBtr0332080	208.342	71.3797	153.65	511.469	169.479	148.092
FBtr0306535	43.6937	0	0	29.1291	14.6052	0
FBtr0332082	1.45054e-8	0	0	0.0101546	0	0
FBtr0343643	299	20.3613	0	306.063	0	20.4045
FBtr0080586	103.113	513.525	538.4	962.937	548.461	737.107
FBtr0302501	734.887	37.6316	32.2887	0	77.5386	36.8644
FBtr0082174	521	243	279	607	232	235
FBtr0302670	676.486	523.946	359.156	1067.42	649.401	734.152
FBtr0302667	496.993	100.897	114.615	415.24	133.091	29.9243
FBtr0302669	88.0477	163.372	0	95.2284	85.9534	106.78
FBtr0306633	511.473	87.8598	28.679	479.879	221.197	144.293
FBtr0302668	145.826	94.9751	26.9983	147.146	202.585	39.0718
FBtr0302666	347.625	1061.41	933.12	1480.85	1173.44	1224.94
FBtr0302673	5920.33	1822.75	1088.38	5654.09	2616.77	1976.95
FBtr0303586	1329.64	1605.49	1362.36	2232.65	2272.48	2078.21
FBtr0306634	2886.58	693.297	2109.69	3957.5	489.082	819.683
FBtr0075433	0	0	1	0	0	0
FBtr0343513	0	0	0	0	0	0
FBtr0072448	0	0	0	0	0	0
FBtr0077545	0	0	0	0	0	1
FBtr0346581	0	0	0	0	0	0
FBtr0302315	640.089	0	0	908.255	2.95919e-8	0
FBtr0072013	795.378	826.255	715.602	995.185	637.393	608.699
FBtr0072014	111.09	44.6497	152.195	1.2932e-6	129.603	80.557
FBtr0072015	130.443	234.33	221.422	46.5594	147.004	256.744
FBtr0343042	40.0402	11.5845	0	7.49039	22.0318	0
FBtr0071493	37.4942	30.3086	56.0751	27.2757	0	23.9296
FBtr0343041	31.7856	6.24788	0	18.1085	0	0
FBtr0110794	0	0	0	0	0	0
FBtr0084553	0	0	0	0	0	0
FBtr0344266	0	0	0	0	0	0
FBtr0335412	0	0	1	2	0	1
FBtr0075112	0	0	0	0	0	0
FBtr0071126	0	3.98736	0	41.1054	3.64372	0
FBtr0301675	292.851	229.899	384.672	345.159	18.3566	102.621
FBtr0071125	1840.78	825.553	839.284	1816.74	1027.97	889.379
FBtr0077694	834.881	580.248	600.211	1118.71	595	624.381
FBtr0335170	333.119	12.8295	18.7895	342.288	0	12.6182
FBtr0078523	19.0681	0	17.7172	48.9228	12.1335	35.4424
FBtr0078524	115.109	117.118	118.758	162.006	80.289	69.8716
FBtr0345591	282.823	9.8822	21.5253	273.071	29.5775	29.6859
FBtr0321312	0	0	0	0	0	0
FBtr0321311	3	3	2	3	2	4
FBtr0308348	4	1	2	0	4	0
FBtr0070764	0	0	0	4	0	0
FBtr0334317	128.698	4.0473	0	155.648	0	0
FBtr0081879	260.302	207.953	194.99	217.352	183	219.991
FBtr0310655	0	0	0	0	0	0
FBtr0071505	0	0	0	0	0	0
FBtr0289964	0	0	0	0	0	0
FBtr0088176	428.95	226.756	222.888	384.383	166.827	190.912
FBtr0076572	1	0	0	1	0	0
FBtr0302948	58.1029	0	15.6686	29.0514	0	0
FBtr0079418	108.897	72	34.3314	81.9486	50	46
FBtr0301182	1.0534e-5	9.13037e-6	13	16.5905	4.61508e-6	2.26898e-5
FBtr0086862	14.0892	14	0	5.88323	18	18
FBtr0299817	7.44534	0	0	6.98548	0	0
FBtr0301183	0.00138297	0	0	13.5281	0	0
FBtr0331301	10	2	2.074	4	2	3
FBtr0070055	270.348	151.449	278.901	217.767	108.723	190.123
FBtr0337009	0.00633594	0	2.31421	103.433	61.5317	67.9527
FBtr0084715	34.5598	0	5.65447e-7	1.99122	0	1.79604e-6
FBtr0306089	192.963	93.2896	83.8999	168.683	63.4683	79.0473
FBtr0337010	4.47115	8.71037	34.7859	15.8931	0	0
FBtr0077604	1512	644	606	1033	424	408
FBtr0088146	274.072	118	127	335.421	111.315	110
FBtr0072063	30	16	20	30	7	9
FBtr0076463	138.58	55	66	92.2438	61	62
FBtr0114371	29.4069	0	0	111.698	0	0
FBtr0083822	1	1	0	2	1	0
FBtr0306648	4.26382	0	0	22.6644	4.79832	7.21225
FBtr0302330	0	0	0	0	0	0
FBtr0087344	0.511119	0	0	0	0	0
FBtr0087348	0	0	2.19558	0	0	0
FBtr0087343	11.1046	0	0	0	0	0
FBtr0087345	0	0	0	0	0	0
FBtr0087347	25.1205	16	13.8044	52.3356	18.2017	20.7877
FBtr0087346	0	0	0	0	0	0
FBtr0089223	4471.12	1153.96	1099.84	3456.51	1363.04	1114.26
FBtr0089225	1044.93	0.102161	16.6107	534.253	43.99	2.21743e-4
FBtr0309865	627.613	65.7495	40.7529	343.197	56.9552	55.0233
FBtr0089224	140.337	205.186	72.7933	383.04	97.0132	90.7146
FBtr0083400	811.293	262.873	280.827	639.875	248.41	256.106
FBtr0088050	1	1.01998	0	0	1	0
FBtr0074032	58.1625	80.735	98.4123	109.688	77.3219	49.9595
FBtr0074033	164.769	27.346800000000002	28.9714	238.906	61.1336	25.4102
FBtr0343984	54.2295	0	0	194.131	0	0
FBtr0345130	172.896	177.824	207.484	0	204.778	293.579
FBtr0343983	172.918	31.903	0	263.187	34.6786	29.2079
FBtr0082079	36.1254	8.53581	23.5171	39.7511	24.76	24.5151
FBtr0082078	105.222	5.18479	5.86046	86.5317	15.772	8.93587
FBtr0306007	220.036	146.279	114.622	158.749	70.5728	114.989
FBtr0345417	107.48	36.4966	20.434	78.0795	45.0499	17.5063
FBtr0345418	1135.03	107.138	74.6731	904.479	178.331	178.673
FBtr0086922	0	1.90947	77.0327	1.05441e-8	5.47076e-7	0.63687
FBtr0086921	1161.66	856.705	1002.2	2390.61	951.944	991.885
FBtr0082568	1	0	0	2	2	0
FBtr0087334	368.397	185.725	177.739	273.436	183.777	174.298
FBtr0392910	13.9172	0	5.59112	5.56687	2.80165	0
FBtr0084885	0	0	2.3289	0	0	0
FBtr0084884	32.0828	13	0	26.4331	10.1983	4
FBtr0304805	0	0	12.08	0	0	0
FBtr0301266	1	3	1	0	3	1
FBtr0301043	0	0	0	0	0	0
FBtr0343362	0	0	0	0	0	0
FBtr0088966	111.591	0	0	0	0	0
FBtr0336909	1889.41	1069	1097.91	2450	1068.99	1155.98
FBtr0087904	1339	507	442	1082	499	442
FBtr0339462	42	0	0	8.75294	0	0
FBtr0088213	0	20	15	4.24706	6	10
FBtr0303850	11	2	2	9	0	1
FBtr0085488	5	0	0	6	0	0
FBtr0303095	0	3	2	0	8	4
FBtr0075075	233	102	107	322	60	106
FBtr0072573	0	0	0.853288	0	0	0
FBtr0306565	134.116	89.93	95.1347	333.934	210.028	249.925
FBtr0333903	79.3816	12.0503	5.06147	54.945	11.4329	11.6015
FBtr0306564	616.424	363.341	386.736	837.089	447.312	458.829
FBtr0306566	705.614	126.681	112.92	453.247	50.598	14.2942
FBtr0333904	322.306	129.265	105.213	698.053	179.873	198.092
FBtr0072572	22.1585	48.7325	35.0817	142.733	63.7558	55.259
FBtr0305683	650.705	0	0	334.207	0	0
FBtr0080982	2110.3	1399	1483	2580.79	1248	1445
FBtr0088644	672	375.397	399.139	893	263.747	370
FBtr0073839	400	138	145	126	40	70
FBtr0300710	84.3922	30.1037	46.5546	86.468	39.1147	40.8827
FBtr0304058	13.6558	11.1586	5.05123	50.7585	6.14992	11.1727
FBtr0343266	2.23178	5	9	1.46356	6	1
FBtr0091694	2.38411	0	0	4.76822	0	0
FBtr0085323	549.655	0	15.3221	886.387	42.4495	107.86
FBtr0113301	361.913	123.221	103.75	245.811	76.6891	89.4407
FBtr0085325	151.936	76.2343	0.51923	473.736	113.493	46.6695
FBtr0113299	0.00148204	0	0.0248834	0.00622292	0	0
FBtr0085322	1617.49	1078.55	1259.38	1902.06	1208.37	1257.03
FBtr0085417	1642	717	809	1759	718	736
FBtr0112614	10.114	10.722	7.54094	14.5098	18.2128	7.29535
FBtr0290253	18.886	13.278	0	15.3099	0	0
FBtr0339991	0	0	0	0	0	0
FBtr0112616	0	0	13.4591	12.1802	4.78722	11.7047
FBtr0113043	251.84	814.394	895.633	1278.69	1027.4	871.787
FBtr0081148	1918.16	263.606	219.367	1834.31	189.596	253.213
FBtr0086152	9551.28	1252.05	844.357	12028.8	1232.62	1037.87
FBtr0086153	816.293	309.579	604.275	1407.14	598.516	862.328
FBtr0086150	13593.8	5621.87	5797.14	11267.2	5185.02	5060.26
FBtr0086151	4331.59	3293.5	3165.23	4981.89	2081.84	2453.54
FBtr0333024	0	0	0	0	0	0
FBtr0077268	411.528	435.922	521.644	445.405	279.525	404.788
FBtr0339633	623.472	26.0779	30.3558	502.595	19.4745	39.2124
FBtr0091630	0	0	0	0.0996817	1.39828	0
FBtr0091631	0	3.18232e-7	0	0	0	0
FBtr0333702	70.3353	4.62475	12.7904	73.5537	30.4954	0
FBtr0307333	0	0	0	31.1967	0.0375397	0
FBtr0307334	93.6647	31.3753	16.2096	28.15	5.06877	37
FBtr0452090	115.1	21.9694	10.1737	59.4952	23	12
FBtr0073256	195	52	68	252	75	80
FBtr0075753	1318.11	784.082	659.132	6738.8	3083.65	2503.9
FBtr0333020	381.894	4.91765	11.8679	1304.2	489.354	887.102
FBtr0086954	940	476	435	906	448	490
FBtr0080444	198	120	127	222	112	115
FBtr0310092	26	5	1	3	5	3
FBtr0075295	19.7385	41.4151	63.7606	66.7018	42.9278	25.0316
FBtr0075294	734.439	14.4401	0	577.609	0	33.289
FBtr0075293	1391.82	926.145	985.239	1656.69	851.072	1011.68
FBtr0074698	31	16	11	26	13	20
FBtr0072568	2	2	1	5	1	3
FBtr0076401	4960.22	3496.41	2969.45	6467.86	2744.15	2917.71
FBtr0330097	3775.37	2070.53	2298.81	4907.62	2043.96	1697.58
FBtr0076398	2788.49	88.5075	114.72	1132.24	166.457	186.898
FBtr0076400	2285.56	165.031	148.223	1252.66	64.4791	195.234
FBtr0076399	3775.37	2070.53	2298.81	4907.62	2043.96	1697.58
FBtr0300011	78	16	27	84	15	42.8578
FBtr0302943	635.349	0	0.0208512	713.237	0	166.768
FBtr0339561	1495.29	210.896	96.5057	1296.94	208.1	291.263
FBtr0302942	85.2503	5.7218	23.7117	55.9216	16.3436	30.0144
FBtr0081417	529	154.872	201.143	543.836	379.091	275.827
FBtr0339560	266.984	60.8484	40.7558	345.006	53.9367	103.448
FBtr0081418	8.03436	688.105	762.55	0	389.194	378.468
FBtr0081419	586.501	857.087	781.484	632.285	672.566	801.346
FBtr0302945	117.578	23.2528	37.3495	52.488	39.2863	59.3903
FBtr0339559	174.578	76.3139	45.6665	229.557	91.1602	143.602
FBtr0081420	92.7284	0	0	99.1905	0	9.30803
FBtr0345687	286.473	153.863	159.232	515.808	177.967	139.523
FBtr0302944	84.2356	0.0403971	48.5801	97.7308	79.3561	81.0444
FBtr0085514	0	0	0	0	1	1
FBtr0340409	47.9873	27.1017	23.1268	43.6277	0	16.6194
FBtr0089999	34.3347	19.2815	16.7899	30.4986	37.2127	12.0088
FBtr0333009	372.603	18.3653	43.7387	546.633	79.955	57.5626
FBtr0081428	764.397	505.635	592.261	1414.37	682.045	1018.44
FBtr0303898	2.01156	0	0	0	0	0
FBtr0331284	1.98844	0	0	0	0	0
FBtr0079914	0	0	0	0	0	0
FBtr0079912	0	0	0	0	1.84334	0
FBtr0079915	0	0	0	3.94375	0	0
FBtr0079916	0	0	1	0	1.15666	0
FBtr0079913	0	0	0	2.05625	0	0
FBtr0073346	0	0	0	0	0	0
FBtr0074864	45	18	11	42	14	17
FBtr0113437	0	0	0	0	0	0
FBtr0078531	902.176	349.198	377.267	833.603	272.075	448.436
FBtr0078532	8.25606e-7	5.72769	0	0	27.5682	31.4122
FBtr0306600	470.126	261.253	256.058	918.608	330.486	160.625
FBtr0332105	0	0	9.51434	28.7257	16.4433	0
FBtr0302134	220.197	147.528	94.1674	195.096	96.1509	154.928
FBtr0078533	172.501	34.2931	34.9933	107.967	43.2773	24.5981
FBtr0302291	12862.7	6705.17	5549.29	5244.49	2204.93	2380.09
FBtr0074329	0	0	0	0	0	0
FBtr0075544	7	0	1	1	1	0
FBtr0076745	145.824	57.2158	39.0828	143.846	42.193	49.226
FBtr0302329	105.176	50.7842	70.9172	127.154	50.807	51.774
FBtr0346815	0	0	0	0	0	0
FBtr0078212	0	0	0	0	0	0
FBtr0345391	48.1973	0	0	70.4422	0	0
FBtr0075018	227.069	23.7479	23.0289	132.604	33.0698	47.6457
FBtr0310276	76.6576	67.9246	72.5692	242.389	91.8203	84.2229
FBtr0304821	1	0	0	0	0	0
FBtr0072578	2695	851	850	2092	879	712
FBtr0080052	5060.69	3181.49	2930.86	6012.15	2513.26	3066.63
FBtr0332197	527.111	55.5119	17.1408	54.8519	23.7406	19.8825
FBtr0309792	0	0	0	0	0	0
FBtr0344866	0	0	0	0	0	0
FBtr0083806	503.963	262.229	159.735	535.187	149.435	353.74
FBtr0334922	67.336	58.5038	141.957	93.675	27.8285	0
FBtr0083805	578.466	134.57	72.7161	760.074	294.586	184.236
FBtr0334921	231.103	0.00847998	2.13922e-5	43.7693	97.9808	49.0239
FBtr0302492	101.131	36.6886	66.5919	167.295	68.1699	0
FBtr0331383	1	1	1	0	0	1
FBtr0070424	0	0	0	0	0	0
FBtr0303267	1.426	0.637767	0.872761	1.23168	0	0.360433
FBtr0079237	0.260908	0.114345	0.182095	0.200297	8	0.0699449
FBtr0309288	24.3131	11.2479	11.9451	25.568	0	5.56962
FBtr0332148	996.456	574.991	499.609	2404.14	994.465	999.885
FBtr0332150	1.34872	3.99654e-8	70.2135	2.24708	0	1.18894e-5
FBtr0332151	0.916569	4.83222e-8	53.9733	8.66127	1.38074e-8	4.5421e-5
FBtr0332149	1559.28	592.009	661.204	664.954	407.535	315.115
FBtr0072927	115.398	28.0279	13.0601	117.054	9.37255	9.27063
FBtr0072926	3318.6	1809.97	1871.94	3603.95	1752.63	1733.73
FBtr0078278	277	101.559	84.5515	201	107	98.4436
FBtr0445727	0.5	0	0	0	0	0
FBtr0089111	2204	633	619	2312	712	652
FBtr0304898	1	0	0	0	0	0
FBtr0290290	730.856	321	297.26	675	233.368	301
FBtr0273204	14.1435	0	15.7396	0	10.6322	0
FBtr0305917	1887.47	791	850	812.215	424	522
FBtr0346322	692.525	0	0	205.785	0	0
FBtr0299682	1	0	0	0	0	0
FBtr0304121	0.0329772	1.97847	0	0.0419958	3	0.0151744
FBtr0330147	0	0	0	0	0	0
FBtr0333902	4.96663	0	0	8.95764	0	1.98462
FBtr0333901	0	0	5.58848e-8	0	0	0
FBtr0304120	0	0	0	0	0	0
FBtr0330146	0	0	0	0	0	0
FBtr0304122	3.89031e-4	0.0215299	5	3.64051e-4	0	2.02812e-4
FBtr0075646	1648	697	667	1651	712	641
FBtr0087070	0	0	0	0	0	0
FBtr0074590	0	0	0	0	0	0
FBtr0305955	0	0	0	0	0	0
FBtr0087677	2	0	0	0	0	0
FBtr0333883	83.4167	10.5168	0	59.69	0	14.381
FBtr0089493	562.583	297.927	300.347	648.31	266	307.619
FBtr0075547	473	238	288	531	239	277
FBtr0081941	5.53533	5	5	7	2	3
FBtr0075223	0	0	0	0	3	0
FBtr0310051	2	2	0	2	0	1
FBtr0331920	553.887	150.652	83.8704	450.033	148.319	69.9873
FBtr0086500	491.113	378.586	471.13	663.967	346.653	381.013
FBtr0088727	340.504	0	0	670.024	0	0
FBtr0339356	1039.5	665	763	963.976	599	666
FBtr0073139	0	0	0	1	0	0
FBtr0072090	0	0	0	0	0	0
FBtr0083418	0	0	1	0	1	0
FBtr0080051	858	274	241	621	252	270
FBtr0088925	172	49	97	116	61	54
FBtr0085572	14	6	7	10	4	3
FBtr0072285	687	269	261	797	338	259
FBtr0300721	0	0	0	0	0	0
FBtr0300722	0	0	0	0	0	0
FBtr0332127	0	0	0	0	0	0
FBtr0300724	0	0	0	0	0	0
FBtr0079710	144.127	203.298	159.461	762.27	236.044	202.249
FBtr0331990	691.873	53.7018	102.539	127.73	117.956	96.7507
FBtr0085535	1334.34	1432.83	1470.64	1842.12	1450.18	1433.54
FBtr0085536	1638.66	27.1705	42.3646	1063.88	30.8226	38.4641
FBtr0084035	1341	611	583	1366	610	596
FBtr0070864	1	0	0	0	0	0
FBtr0344821	37.6833	25.1532	23.2057	48.2124	13.191	2.0965e-7
FBtr0078194	178.317	52.8468	50.6437	240.788	55.5854	81.8431
FBtr0070723	712.584	84.1446	39	403.798	47.9801	48.1409
FBtr0343535	688.416	884.855	774	886.202	782.02	901.859
FBtr0080602	86	23	42	100	44	40
FBtr0299955	0	0	0	0	0	0
FBtr0077958	2531	1438	1458	1780	867	972
FBtr0086499	0	0	0	1	0	0
FBtr0345818	4	0	0	0	0	0
FBtr0305213	0	0	0	0	0	0
FBtr0087416	0	104.602	96.438	108.641	168.979	136.228
FBtr0305216	0	0	0	0	0	1.94276
FBtr0305217	7.69422	18.1945	0	9.41444	13.9595	1.01123e-8
FBtr0111007	0	0	0	0	4.76546	0
FBtr0305214	0	0.844351	0	3.18274e-4	0	0
FBtr0111006	0	0	0	0	0	8.94162
FBtr0305215	0	0	0	9.19635	0	0
FBtr0087415	368.306	27.3596	48.562	677.748	145.296	124.888
FBtr0113117	78	41.3844	28	69	32	34
FBtr0081242	7	1	1	4	1	1
FBtr0071091	4677	2157	2145	3574	1382	1742
FBtr0344440	2.24054	2	2.48474	4.4272	2.8517	2.27506
FBtr0344442	0	0	0	0	0	0
FBtr0344441	0.759463	0	1.12782	2.72559e-7	2.1483	0.724944
FBtr0344443	0	0	0	2.11291	0	0
FBtr0343988	0	0.0019037	0.00956459	0.00228429	8.72002e-4	0
FBtr0078720	86	32.0536	28.8385	80.1247	28.5639	50
FBtr0343989	0	7.94445	9.15195	17.873	6.43522	0
FBtr0073948	66	30	27	37	22	26
FBtr0091748	157.158	131	122.213	106.678	93.4516	116.442
FBtr0091747	31.9211	0	0.893717	31.1611	0.774181	0.779007
FBtr0342609	0	0	0	0	0	0
FBtr0344769	0.0628068	0	0.0756042	0.0526303	0.0514385	0.0684523
FBtr0306841	0.937193	0	0.924396	0.94737	0.948561	0.931548
FBtr0075297	97.0097	0	0	145.515	48.7099	97.5587
FBtr0321285	776.794	258.734	257.512	1207.77	480.555	415.424
FBtr0332122	132.196	165.266	164.488	690.72	277.735	230.017
FBtr0072403	1	1	3	3	0	2
FBtr0082588	10	1.0032	0	5	1.00399	1
FBtr0077852	374.84	169	144	387	105.354	124
FBtr0334813	34.16	0	0	0	8.64558	0
FBtr0100361	313.092	145.26	158.052	770.242	285.779	255.726
FBtr0301633	1071.56	406.716	406.706	1425.18	460.959	389.444
FBtr0334298	71.5988	6.39019	0	35.5582	3.95872	6.12055
FBtr0301632	0	0	0	0	0	0
FBtr0301634	366.78	85.6875	65.2721	154.016	60.4363	55.9589
FBtr0081657	0	0	0	0	0	0
FBtr0081658	0	0	0	0	0	0
FBtr0303837	0	0	0	0	0	0
FBtr0083150	9.02095	3.00247	6.04664	12.0661	4.00559	2.0092
FBtr0082976	16	7	3	23.8556	10	11
FBtr0070399	10	8	9	33	17	16
FBtr0077497	1296.32	349.756	335.928	1366.27	386.23	355.151
FBtr0077498	29.6802	33.2437	11.0717	19.7308	19.7698	10.8486
FBtr0078424	29	15	17	26	9	17
FBtr0086227	490	170	115	411	144	126
FBtr0114599	320.564	575	578	353.971	531.326	536
FBtr0076253	975.144	0	0	825.968	1.73834	2.2402e-4
FBtr0113205	2994.66	1487	1472	3169	1337	1456
FBtr0088770	1.77054	4	2	0.885269	0.5	0
FBtr0076751	0	0	1	3	0	0
FBtr0078272	996.726	33.0761	26.8263	1339.86	16.5028	0
FBtr0331529	336.273	457.62	743.143	113.139	463.864	543.607
FBtr0331528	4.96973e-4	160.304	0.0308113	0	114.634	101.393
FBtr0078408	0	0	0	1.82423	0	0
FBtr0344634	0	2	0	0.175772	2	0
FBtr0080571	889	512	534	865	462	448
FBtr0332294	287.129	5.88515	14.3814	134.588	6.08221	6.37551
FBtr0071494	70.6951	381.519	534.083	1.30329e-8	193.677	234.702
FBtr0343043	681.118	403.658	225.988	850.638	686.259	642.032
FBtr0071495	377.03	0	0	674.762	0	0
FBtr0086781	301	164	160	499	157	221
FBtr0345286	7.78446e-5	45.5646	24.8547	91.6895	31.4745	82.2634
FBtr0080289	76.7351	0	2.4609e-5	0	0	0
FBtr0083786	1214.73	598.775	589.436	549.938	501.969	511.511
FBtr0335415	1544.27	401.225	447.564	1528.06	314.031	311.489
FBtr0091825	0	0	0	0	0	0
FBtr0084712	2	1	0	3	1	0
FBtr0077722	1	0	0	0	0	1
FBtr0081956	27	7	7.5	22	7.5	10.5
FBtr0392898	0	0	0	0	0	0
FBtr0081954	27	7	7.5	22	7.5	10.5
FBtr0081383	1	0	0	0	0	1
FBtr0445414	499.412	110.207	39.7414	290.327	73.3143	110.342
FBtr0445415	23.9135	3.13388e-5	1.65311e-4	0.099914	9.47732e-6	6.882e-5
FBtr0079947	209.675	240.793	305.258	447.573	204.686	254.658
FBtr0083286	617	366	367	856	373	427
FBtr0085081	0	0	0	0.999013	0	0
FBtr0345260	0	0	0	9.87087e-4	0	0
FBtr0081789	3	0	0	0	2	0
FBtr0344726	0	0	0	0	0	0
FBtr0087447	0	0	0	0	0	0
FBtr0087446	0	0	0	0	0	0
FBtr0344070	61.0417	75.9897	0.380866	103.006	44.3558	31.9631
FBtr0074740	183.958	46.8306	102.788	229.994	48.6442	99.0369
FBtr0075243	0	0	0	0	0	0
FBtr0089204	540.586	39.7779	21.4595	304.694	29.7718	39.8247
FBtr0089205	500.414	135.222	162.541	527.306	179.228	135.175
FBtr0076805	0	0	0	0	0	0
FBtr0076806	0	0	0	0	0	0
FBtr0334059	0	1	0	0	0	0
FBtr0081901	439	227	242	485	191	239
FBtr0299957	486.104	239.939	240.847	470.991	229.994	244.861
FBtr0080558	2	2	0	3	0	0
FBtr0329973	0	0	0	0	0	0
FBtr0273450	0	0	0	0	0	0
FBtr0071638	585.747	0	0	589.767	0	0
FBtr0071637	1309.25	1061	995	1375.23	946	980
FBtr0305271	0	10.8759	6.88433	20.8156	3.96618	4.93089
FBtr0083372	14	0.124064	0.11567	0.184445	0.0338161	0.0691081
FBtr0310149	643	273.223	275	586	277	272
FBtr0081749	2	2	1	1	0	3
FBtr0071321	496.59	326	293	542.376	379.932	364
FBtr0334929	71.4099	1.3236e-4	3.38993e-6	103.624	40.068	3.4881e-7
FBtr0332175	60.5068	0	0	0	15.7473	0
FBtr0332176	240.686	47.8967	77.796	206.737	49.9043	79.6909
FBtr0290212	212.791	185.103	180.903	179.124	118.901	133.317
FBtr0110825	5.74394	0	0	0	0	0
FBtr0075695	946.325	419	455	1382	658	565
FBtr0083829	1716	882	914	1865	925	894
FBtr0087756	0	0	1	0	0	0
FBtr0332109	143.126	1.21774	0.100016	6.74298	38.5293	0.0780623
FBtr0072520	703.831	369.81	198.702	2503.37	364.31	301.804
FBtr0305325	257.208	1.5413	0.286743	0.00188472	55.8396	0.133766
FBtr0332108	1278.84	491.429	601.91	0.771037	535.321	552.984
FBtr0332110	1.54849e-5	0.00211257	3.83472e-4	86.116	1.21719e-5	1.63959e-4
FBtr0343484	404.196	263	279	435.133	273	266
FBtr0072309	164.804	0	0	240.867	0	0
FBtr0071347	2283.03	14.5817	8.20468	199.73	38.8601	29.4457
FBtr0340343	8219.77	776.27	783.881	8557.24	896.299	774.59
FBtr0071346	2354.25	7.03752	23.6293	3819.04	50.5724	28.6305
FBtr0071345	4013.72	6608.13	6815.28	5023.3	5936.97	6780.14
FBtr0078959	19	5	9	21	9	8
FBtr0077017	528.899	331.941	337.991	594.286	319.925	317.474
FBtr0083171	0	0	0	1	0	3
FBtr0075364	0	0	0	0	0	0
FBtr0100244	178	95	101	200	70.3348	93
FBtr0329966	2.5	2	4.53764	2	0.5	4
FBtr0079094	2.5	2	4.53764	2	0.5	4
FBtr0089547	0	0	0	0	0	1
FBtr0306609	115.245	0	19.5495	135.879	0.0362435	0.0217329
FBtr0347214	2268.14	1122.94	986.439	2385.03	886.037	803.002
FBtr0306608	0.042988	60.9684	0	1.26628e-5	35.7502	28.6547
FBtr0082212	0	0	0	0	0	0
FBtr0347211	70.3017	13.6159	6.13726	57.8591	14.7584	0
FBtr0082209	0	0	0	0	0	0
FBtr0347212	0	0	0	0	0	0
FBtr0347213	0	0	0	0	0	0
FBtr0082210	0	0	0	0	0	6.01321
FBtr0082208	693.265	301.759	417.572	1125.3	674.969	560.161
FBtr0082206	14.7287	0	0	0	9.3287	0
FBtr0082207	11.2784	1.71766	19.3021	0.936438	0.120924	0.150557
FBtr0273185	0	0	0	0	0	3.99633
FBtr0082213	0	0	0	0	0	0
FBtr0078505	0	0	0	0	0	0
FBtr0077250	299.06	246.225	140.983	299.138	182.666	174.456
FBtr0310641	110.587	0	0	110.642	0	58.2303
FBtr0310643	198.424	58.8842	78.5765	74.8021	0	2.78477e-8
FBtr0310642	315.084	24.7627	43.4024	242.194	27.7215	42.8981
FBtr0310644	161.845	108.128	208.038	242.223	162.613	104.415
FBtr0345517	460.475	4.23398	4.94118	315.931	2.1079	6.36713
FBtr0086985	2319.52	1171.77	1262.06	2525.06	950.892	1275.63
FBtr0071870	2	0	0	0	0	0
FBtr0309294	0	0	0	86.1777	0	0
FBtr0089874	1718.36	281.818	283.366	1678.01	172.375	321.909
